Order ID,Order Date,Ship Date,customer Name,Customer ID,Customer Segment,product ID,Category,Product Name,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,payment Mode,Delivery Status,supplier Name,supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1239,06-03-2025,09-03-2025,Jonathan Douglas,CUST985,Corporate,PROD3349,Office Supplies,Pen,East,South Carolina,South Deborah,4,357,20,1142.4,763.77,378.63,UPI,Delivered,Beasley-Hardy,kimberlyburnett@foley.org,31,No,0
ORD1240,14-04-2025,15-04-2025,Amy Cox,CUST714,Corporate,PROD3624,Electronics,Monitor,North,Nebraska,New Michele,3,3357,0,10071,8274.44,1796.56,UPI,Cancelled,Walker-Johnson,stacie47@armstrong.com,18,No,0
ORD1241,18-03-2024,21-03-2024,Gary Vang,CUST750,Consumer,PROD6398,Grocery,Rice Bag,East,Oregon,Port Alexandra,5,4268,15,18139,12315.87,5823.13,Cash,Returned,Mooney-Esparza,wfarmer@david.com,21,No,0
ORD1242,30-03-2024,01-04-2024,William Robinson,CUST562,Consumer,PROD2326,Furniture,Dining Table,South,Iowa,Bergbury,4,4856,5,18452.8,11109.32,7343.48,Cash,Pending,Smith Inc,veronica33@pineda.com,48,No,0
ORD1243,29-04-2024,02-05-2024,Carlos Bailey,CUST195,Consumer,PROD5008,Furniture,Bookshelf,North,Alabama,Finleytown,4,2064,15,7017.6,6258.75,758.85,UPI,Returned,Smith-Nguyen,rodneydorsey@medina-bennett.com,18,No,0
ORD1244,26-10-2024,31-10-2024,Andrew Whitney,CUST113,Home Office,PROD7607,Grocery,Smacks,East,Missouri,Jamesmouth,8,425,20,2720,2283.11,436.89,Credit Card,Cancelled,Garcia-Stuart,annamorales@alvarado-clark.com,20,No,0
ORD1245,06-09-2025,08-09-2025,Anne Jennings,CUST323,Consumer,PROD9782,Office Supplies,Stepler,West,North Carolina,Toddmouth,3,3069,0,9207,6873.64,2333.36,UPI,Returned,Rivas Inc,kendra16@trevino-rogers.org,5,Yes,27
ORD1246,09-02-2024,16-02-2024,Charlene Garcia,CUST404,Consumer,PROD2584,Office Supplies,Stepler,West,Minnesota,North Jennifer,2,210,5,399,290.33,108.67,UPI,Delivered,Barnes PLC,antoniowhite@stephens-ramirez.com,19,No,0
ORD1247,09-08-2025,16-08-2025,Kristina Bryan,CUST509,Corporate,PROD3759,Grocery,Juice Pack,West,Alaska,New Brenda,8,2691,0,21528,13001.22,8526.78,Cash,Cancelled,Garrett-Graham,vegacaroline@kelley-williams.biz,46,No,0
ORD1248,22-08-2025,26-08-2025,Brian Cunningham,CUST623,Consumer,PROD9309,Furniture,Bookshelf,North,Minnesota,Lake Edward,6,3470,5,19779,16821.82,2957.18,Cash,Cancelled,Kelly-Douglas,samuelmata@smith.info,20,No,0
ORD1249,16-01-2026,17-01-2026,Sharon Oconnor,CUST793,Corporate,PROD9953,Furniture,Study Table,South,Delaware,Harrisonview,4,2622,15,8914.8,5479.75,3435.05,UPI,Delivered,Taylor-Mckee,hessjason@figueroa.com,42,No,0
ORD1250,26-07-2024,27-07-2024,Stacey Bell,CUST613,Consumer,PROD2921,Office Supplies,Pen,South,Louisiana,Lake Christinefurt,6,2544,10,13737.6,8254.17,5483.43,Cash,Delivered,Schneider-Massey,clarkgregory@daniels.com,1,Yes,39
ORD1251,27-05-2024,29-05-2024,Regina Blake,CUST969,Home Office,PROD6371,Grocery,Sugar,East,New Hampshire,Adamport,1,4002,10,3601.8,3193.77,408.03,UPI,Cancelled,Young-Jordan,adamgonzales@jimenez.com,37,No,0
ORD1252,07-09-2025,10-09-2025,James Glenn,CUST390,Consumer,PROD9436,Furniture,Sofa,North,Alabama,New Kenneth,5,595,0,2975,1908.88,1066.12,Credit Card,Delivered,"Fox, Molina and Hale",michelledeleon@lowe.net,44,No,0
ORD1253,04-05-2024,08-05-2024,Jeffrey Vasquez,CUST940,Consumer,PROD6748,Furniture,Dining Table,East,South Dakota,South Davidview,8,4657,0,37256,25670.36,11585.64,Cash,Delivered,Chang LLC,uwebster@brooks.biz,19,No,0
ORD1254,03-07-2025,06-07-2025,Jeff Simmons,CUST818,Corporate,PROD1606,Grocery,Cooking Oil,North,Arkansas,West Melissastad,6,1943,10,10492.2,7445.59,3046.61,Net Banking,Pending,Goodman LLC,zhahn@vargas.biz,31,No,0
ORD1255,12-10-2024,17-10-2024,Robert Whitaker,CUST435,Corporate,PROD8082,Furniture,Sofa,West,West Virginia,Port Caitlynmouth,6,118,5,672.6,597.93,74.67,Cash,Returned,Jones Ltd,heather08@rios.biz,43,No,0
ORD1256,15-05-2024,16-05-2024,Tracy Torres,CUST819,Home Office,PROD6905,Grocery,Cooking Oil,East,Kansas,Collinsborough,7,621,0,4347,3752.85,594.15,UPI,Pending,Mitchell-Anthony,craig54@ewing-wood.com,24,No,0
ORD1257,17-02-2024,21-02-2024,Melissa Martin,CUST320,Corporate,PROD5348,Office Supplies,Calculator,West,Wyoming,Johnstown,9,3881,15,29689.65,19783.47,9906.18,UPI,Pending,Hernandez PLC,derrickgonzales@russell-cole.net,31,No,0
ORD1258,07-11-2024,12-11-2024,Ryan Haley,CUST745,Corporate,PROD7423,Grocery,Rice Bag,West,Nebraska,Holand,4,3024,5,11491.2,8500.28,2990.92,UPI,Cancelled,"Blair, Trujillo and Ferguson",steelemonica@davis.biz,14,No,0
ORD1259,15-08-2024,22-08-2024,Kelly Huff,CUST669,Consumer,PROD8319,Furniture,Sofa,North,Virginia,Alyssaburgh,7,3029,10,19082.7,12773.24,6309.46,Cash,Returned,Mcdaniel-Villanueva,hollowaymonica@smith-brown.biz,37,No,0
ORD1260,07-04-2024,08-04-2024,William Smith,CUST931,Corporate,PROD3630,Electronics,Mouse,East,Maine,South Lauren,5,3733,15,15865.25,10221.83,5643.42,UPI,Cancelled,Ramirez Group,roy21@hawkins-warner.com,18,No,0
ORD1261,21-02-2025,22-02-2025,Jeanne Montgomery,CUST885,Corporate,PROD5942,Grocery,Cooking Oil,South,Illinois,North Christian,1,2603,15,2212.55,1330.31,882.24,Net Banking,Pending,Griffin-Johnson,cynthia96@campbell-weber.info,22,No,0
ORD1262,16-07-2024,23-07-2024,Joshua Lambert Jr.,CUST434,Home Office,PROD6885,Furniture,Dining Table,North,Vermont,East Vincenthaven,5,696,0,3480,2125.75,1354.25,Net Banking,Cancelled,Wade-Edwards,drakeadrian@munoz.com,17,No,0
ORD1263,21-09-2025,28-09-2025,Andrew Jones,CUST237,Consumer,PROD5625,Office Supplies,Calculator,South,Missouri,Richardshire,8,2815,0,22520,19916.51,2603.49,Credit Card,Delivered,"Rangel, Weber and Ferrell",oowens@moore-tran.info,48,No,0
ORD1264,07-11-2024,08-11-2024,Dennis Hubbard,CUST221,Consumer,PROD8743,Office Supplies,Notbook,West,Iowa,Fosterstad,8,4957,15,33707.6,27557.32,6150.28,UPI,Cancelled,"Strong, Lawson and Turner",mikaylawilliams@calhoun.com,8,Yes,23
ORD1265,27-03-2024,29-03-2024,Tim Orozco,CUST643,Corporate,PROD5014,Grocery,Smacks,North,West Virginia,South Jay,7,4658,5,30975.7,27263.58,3712.12,Cash,Delivered,Higgins-Mcintyre,stephenhall@dyer.biz,35,No,0
ORD1266,25-09-2024,28-09-2024,Stanley Velasquez,CUST310,Consumer,PROD3435,Furniture,Bookshelf,East,West Virginia,North Heather,10,1829,5,17375.5,10642.55,6732.95,Net Banking,Returned,Cabrera Group,leeaustin@bishop.biz,38,No,0
ORD1267,31-05-2024,06-06-2024,John Flores,CUST601,Home Office,PROD8061,Office Supplies,Calculator,East,New York,Jamesmouth,5,501,5,2379.75,2115.58,264.17,Net Banking,Delivered,Richards Ltd,elizabethchen@hanna.com,15,No,0
ORD1268,03-04-2025,10-04-2025,Richard Williams,CUST174,Home Office,PROD2987,Furniture,Sofa,West,New Hampshire,Johnsonshire,4,1654,10,5954.4,4119.59,1834.81,Net Banking,Delivered,Carter-Shelton,stacy72@beck-mclean.com,0,Yes,28
ORD1269,28-03-2024,29-03-2024,Edward Mcdaniel,CUST451,Corporate,PROD7924,Office Supplies,File Folder,South,Virginia,West Brianfurt,8,1498,20,9587.2,6525.69,3061.51,Net Banking,Cancelled,"Reid, Torres and Stuart",jameslewis@jones.net,18,No,0
ORD1270,26-11-2025,29-11-2025,Laura Dickson,CUST186,Consumer,PROD8458,Electronics,Laptop,West,Maine,Foxshire,9,1828,15,13984.2,9435.22,4548.98,Credit Card,Cancelled,Mccullough-Graham,cindy21@payne.org,9,Yes,20
ORD1271,17-04-2025,19-04-2025,Katie Mcintosh,CUST190,Home Office,PROD7555,Office Supplies,Stepler,West,New York,Meadowsville,4,2503,15,8510.2,6550.9,1959.3,Net Banking,Pending,"Delacruz, Haley and Brown",tcruz@keith.org,7,Yes,45
ORD1272,05-11-2024,06-11-2024,Annette Butler,CUST163,Home Office,PROD6036,Grocery,Cooking Oil,West,Washington,Lake Raymondburgh,7,948,0,6636,5033.02,1602.98,UPI,Returned,Munoz-Harrington,cynthia36@blair.biz,11,No,0
ORD1273,27-10-2024,29-10-2024,Elizabeth May DDS,CUST410,Consumer,PROD3771,Electronics,Monitor,South,South Carolina,Gomezfort,10,988,20,7904,4777.9,3126.1,UPI,Returned,Olson-Harris,adam27@smith-yoder.com,47,No,0
ORD1274,24-08-2025,27-08-2025,Kevin Smith,CUST398,Corporate,PROD1588,Furniture,Bookshelf,East,Wyoming,Maxwellport,6,2369,20,11371.2,9737.69,1633.51,Credit Card,Delivered,Cline PLC,sheila56@henry.com,7,Yes,31
ORD1275,01-12-2024,08-12-2024,Jeremy Mcclain,CUST137,Consumer,PROD2918,Office Supplies,Pen,South,California,East Christinamouth,10,4521,15,38428.5,32986.37,5442.13,UPI,Cancelled,Mills-Schmidt,jessica75@ferguson.com,30,No,0
ORD1276,30-06-2024,01-07-2024,Steven Martin,CUST174,Corporate,PROD6199,Furniture,Bookshelf,East,Texas,South Michaelview,3,4098,20,9835.2,6036.89,3798.31,UPI,Pending,Mcdonald and Sons,keith65@thompson-larson.com,1,Yes,27
ORD1277,13-09-2024,16-09-2024,Suzanne Stevenson,CUST692,Consumer,PROD6055,Furniture,Bookshelf,North,Alabama,Katherinetown,5,183,15,777.75,696.56,81.19,Cash,Cancelled,"Mayer, Ford and Gutierrez",joshuarush@parrish.biz,29,No,0
ORD1278,20-12-2024,22-12-2024,Timothy Yates,CUST555,Consumer,PROD7372,Office Supplies,Pen,South,Louisiana,New Sandra,1,1961,5,1862.95,1231.93,631.02,Credit Card,Delivered,Anderson-Frey,david74@davis.info,8,Yes,36
ORD1279,09-02-2025,16-02-2025,Cynthia Brown,CUST452,Corporate,PROD5993,Electronics,Laptop,South,South Dakota,New Joelchester,7,3528,15,20991.6,16445.65,4545.95,Cash,Returned,Hernandez Group,robertkelley@dixon-lawson.net,50,No,0
ORD1280,19-04-2024,25-04-2024,Bernard Bush,CUST791,Home Office,PROD2749,Electronics,Mouse,East,Alaska,Westport,10,1980,20,15840,13301.34,2538.66,UPI,Cancelled,"Cunningham, Vang and Acosta",eric87@park.com,26,No,0
ORD1281,10-07-2024,11-07-2024,Monica Kline,CUST744,Home Office,PROD4605,Grocery,Cooking Oil,East,Illinois,Port Michaelfurt,1,2009,5,1908.55,1224.36,684.19,Cash,Returned,Garcia-Cooper,susanfrost@rice.net,8,Yes,36
ORD1282,27-10-2024,29-10-2024,Darren Cook,CUST329,Consumer,PROD1422,Grocery,Rice Bag,North,Alaska,Johnshire,6,4090,20,19632,17123.47,2508.53,Credit Card,Cancelled,"Walker, Hunt and Herrera",karenedwards@watts.com,7,Yes,32
ORD1283,22-07-2024,24-07-2024,Joel Williams,CUST883,Corporate,PROD1921,Office Supplies,Notbook,North,Michigan,South Lisachester,3,964,20,2313.6,1981.67,331.93,Credit Card,Cancelled,Taylor-Winters,sonya51@booth-king.com,39,No,0
ORD1284,07-07-2025,12-07-2025,Rachel Brown MD,CUST967,Consumer,PROD4119,Office Supplies,Calculator,South,Oregon,Emilyport,4,1068,20,3417.6,2535.67,881.93,UPI,Returned,Calhoun-Navarro,zacharybuchanan@schmidt.com,36,No,0
ORD1285,12-09-2025,18-09-2025,Megan Silva,CUST300,Consumer,PROD2749,Electronics,Laptop,East,Massachusetts,Johnport,1,863,5,819.85,654.58,165.27,Credit Card,Cancelled,Miller PLC,matthewsrachel@porter-alexander.org,45,No,0
ORD1286,22-06-2025,27-06-2025,Steven Wilson,CUST873,Home Office,PROD9775,Furniture,Dining Table,North,New Jersey,Heathershire,10,1228,20,9824,6576.47,3247.53,Cash,Returned,"Love, Jackson and Mayer",natalie70@blair.com,37,No,0
ORD1287,30-09-2025,01-10-2025,Richard Medina,CUST144,Home Office,PROD7533,Grocery,Sugar,South,Maryland,Port Rebeccastad,1,3825,20,3060,1994.05,1065.95,Net Banking,Delivered,"Lang, Gray and Ramos",martinbrent@smith.com,34,No,0
ORD1288,06-05-2024,07-05-2024,Jacob Griffin,CUST654,Corporate,PROD1956,Furniture,Office Chair,West,New Hampshire,South Crystaltown,3,4430,15,11296.5,8121.88,3174.62,Cash,Delivered,Shaffer-Glass,jameshughes@brown.com,48,No,0
ORD1289,22-10-2024,26-10-2024,Steven Molina,CUST262,Home Office,PROD2701,Electronics,Keyboard,East,West Virginia,Jamesfort,2,199,20,318.4,218.61,99.79,Credit Card,Delivered,"Myers, Nelson and Fitzgerald",zrice@wang.com,36,No,0
ORD1290,27-04-2024,03-05-2024,Susan Smith,CUST674,Consumer,PROD1779,Electronics,Keyboard,North,North Carolina,West Andrea,1,125,0,125,105.04,19.96,Credit Card,Returned,Parker-Cunningham,kevin60@harris.com,32,No,0
ORD1291,26-07-2024,01-08-2024,Howard Lopez,CUST599,Home Office,PROD6748,Electronics,Mouse,North,Oklahoma,Ellisburgh,2,4095,10,7371,5358.97,2012.03,Credit Card,Delivered,Douglas-Jacobs,drakedylan@francis.com,49,No,0
ORD1292,23-12-2025,26-12-2025,Amy Gallagher,CUST967,Consumer,PROD9907,Electronics,Headphones,East,Wisconsin,Crossside,8,2136,0,17088,13607.72,3480.28,Cash,Returned,White PLC,deborah62@wise-herring.org,18,No,0
ORD1293,03-11-2025,09-11-2025,John Andrews,CUST627,Home Office,PROD1125,Grocery,Smacks,South,Idaho,South Carla,2,1555,20,2488,1754.16,733.84,Credit Card,Delivered,Garrett PLC,brownheather@miller.com,0,Yes,31
ORD1294,10-07-2024,15-07-2024,Joshua Gonzalez,CUST358,Home Office,PROD6721,Furniture,Sofa,East,West Virginia,Andersonstad,3,784,0,2352,1835.81,516.19,Credit Card,Pending,Knapp Ltd,morrisangel@houston-anthony.com,42,No,0
ORD1295,16-02-2025,22-02-2025,Michael Frank,CUST191,Home Office,PROD2850,Furniture,Bookshelf,South,Washington,Nicholasfurt,10,930,15,7905,5805.68,2099.32,Credit Card,Pending,"Williams, Salazar and Green",melissajacobs@bean.info,39,No,0
ORD1296,30-10-2024,04-11-2024,Steven Patel,CUST292,Home Office,PROD9120,Office Supplies,Notbook,South,West Virginia,East Michellemouth,6,3638,5,20736.6,16377.28,4359.32,Credit Card,Delivered,"Powell, Hanson and Watkins",ntorres@pope.biz,32,No,0
ORD1297,27-10-2025,28-10-2025,Sean Fernandez,CUST677,Corporate,PROD1566,Electronics,Headphones,North,Kentucky,Lake Bradleychester,9,115,0,1035,697.1,337.9,Net Banking,Pending,Perez-Gardner,williamsullivan@hines-navarro.biz,47,No,0
ORD1298,04-04-2025,10-04-2025,Edward Martinez,CUST677,Consumer,PROD8789,Grocery,Smacks,North,Vermont,South Roy,4,2671,20,8547.2,5199.84,3347.36,Credit Card,Cancelled,"Spencer, Roberts and Bailey",kmartinez@paul.net,32,No,0
ORD1299,05-02-2025,07-02-2025,Sarah Hickman,CUST928,Corporate,PROD3472,Office Supplies,Calculator,West,Rhode Island,Josephport,10,3922,5,37259,25428.98,11830.02,UPI,Delivered,"Chan, Miller and Adkins",landerson@martinez.biz,13,No,0
ORD1300,11-03-2024,16-03-2024,Allison Kennedy DVM,CUST843,Consumer,PROD3024,Electronics,Laptop,North,Massachusetts,Port Jacqueline,7,3636,5,24179.4,19775.87,4403.53,Credit Card,Cancelled,Rodriguez-Johnson,jennifer56@cantu-fisher.com,33,No,0
ORD1301,04-08-2024,11-08-2024,Audrey Ramirez,CUST893,Consumer,PROD4222,Grocery,Smacks,North,Pennsylvania,Snowborough,4,416,15,1414.4,1144.93,269.47,Cash,Cancelled,"Anderson, Pratt and Hansen",wwhitaker@nunez.biz,38,No,0
ORD1302,02-01-2025,04-01-2025,Christopher Wade,CUST345,Home Office,PROD1962,Office Supplies,File Folder,East,Hawaii,Brooksmouth,4,4737,20,15158.4,10873.68,4284.72,UPI,Cancelled,"Hart, Henderson and Mckinney",williamscristian@higgins-johnson.com,39,No,0
ORD1303,15-06-2024,19-06-2024,Susan Lloyd,CUST133,Corporate,PROD7093,Office Supplies,File Folder,South,Nebraska,New Garyland,7,271,10,1707.3,1100.19,607.11,Credit Card,Cancelled,"Leach, Craig and Wilson",sheri69@morrow.com,37,No,0
ORD1304,09-05-2024,10-05-2024,Kristen Mckinney,CUST126,Corporate,PROD6141,Electronics,Headphones,South,Louisiana,Bruceberg,8,147,10,1058.4,710.53,347.87,Net Banking,Pending,Morse-Moore,hebertrodney@bartlett-summers.biz,25,No,0
ORD1305,23-11-2024,24-11-2024,Aimee Smith,CUST793,Consumer,PROD2793,Office Supplies,File Folder,South,New York,Lyonstown,8,561,20,3590.4,3136.11,454.29,Net Banking,Returned,Jackson-Henderson,kayleemcmillan@richardson.info,18,No,0
ORD1306,24-12-2025,27-12-2025,Kenneth Escobar,CUST315,Corporate,PROD3116,Grocery,Juice Pack,West,Ohio,Thomasport,3,4199,20,10077.6,6327.93,3749.67,Cash,Delivered,Hansen-Stone,robin22@gutierrez.com,13,No,0
ORD1307,21-02-2024,22-02-2024,Bradley Jenkins,CUST292,Home Office,PROD5827,Furniture,Study Table,North,Tennessee,West David,9,3702,20,26654.4,17728.25,8926.15,Cash,Cancelled,Johnson PLC,logan47@smith.com,6,Yes,23
ORD1308,09-06-2024,15-06-2024,Jon Hall,CUST840,Home Office,PROD2684,Office Supplies,Pen,East,Utah,New Madelineburgh,10,4192,0,41920,34553.43,7366.57,UPI,Delivered,Mejia Inc,bclayton@cole-norris.com,38,No,0
ORD1309,01-02-2025,05-02-2025,Kimberly Hawkins,CUST966,Home Office,PROD9724,Office Supplies,Calculator,East,Montana,South Reginald,10,3471,10,31239,19244.97,11994.03,Credit Card,Returned,"Chavez, Bell and Wells",downsdaniel@bean.biz,30,No,0
ORD1310,04-12-2025,11-12-2025,Theresa Hobbs,CUST456,Home Office,PROD6819,Electronics,Keyboard,East,Pennsylvania,Charlestown,5,674,5,3201.5,2235.96,965.54,Cash,Delivered,"Bass, Lopez and Wolfe",samanthawhite@rocha.com,10,No,0
ORD1311,04-11-2024,11-11-2024,Jacob Rivera,CUST253,Home Office,PROD8417,Grocery,Cooking Oil,South,California,Rileymouth,2,4314,15,7333.8,5020.22,2313.58,UPI,Pending,"Gonzalez, Holder and Tran",andrew83@davis.org,14,No,0
ORD1312,16-12-2025,22-12-2025,John Hernandez,CUST247,Home Office,PROD4633,Office Supplies,Pen,West,Texas,Jonesport,7,2581,20,14453.6,12529.38,1924.22,Net Banking,Returned,"White, Meyer and Martin",alvaradodavid@estes.net,21,No,0
ORD1313,13-06-2024,18-06-2024,Traci Thomas,CUST662,Consumer,PROD5007,Furniture,Bookshelf,North,Kentucky,South Adam,7,4244,5,28222.6,19657.83,8564.77,Net Banking,Pending,Brown Group,hsoto@brown.com,48,No,0
ORD1314,06-10-2024,07-10-2024,Kelly King,CUST153,Corporate,PROD9591,Electronics,Monitor,West,Rhode Island,Wilsonmouth,3,4780,10,12906,8363.56,4542.44,Cash,Delivered,"Ramos, Khan and Rose",rachel74@rocha.com,7,Yes,25
ORD1315,07-11-2024,12-11-2024,Gregory Roberson,CUST208,Corporate,PROD6005,Grocery,Cooking Oil,West,Washington,Collinsmouth,10,1357,0,13570,10780.5,2789.5,UPI,Cancelled,"Reed, Vazquez and Lawrence",yvilla@johnson.biz,35,No,0
ORD1316,07-08-2024,09-08-2024,Joshua Rodriguez,CUST950,Corporate,PROD7287,Electronics,Monitor,East,Florida,West Lindsey,10,347,20,2776,1752.79,1023.21,Net Banking,Cancelled,Villa and Sons,tammy88@lee.org,4,Yes,48
ORD1317,08-10-2025,15-10-2025,Michael Clark,CUST129,Home Office,PROD8064,Office Supplies,Notbook,East,Colorado,North Hannah,3,3341,10,9020.7,5738.5,3282.2,UPI,Cancelled,Valencia-Snow,brettgutierrez@stephenson-austin.org,36,No,0
ORD1318,11-08-2025,12-08-2025,Steven Santos,CUST144,Corporate,PROD7813,Furniture,Study Table,West,Indiana,Lake Benjaminville,4,1407,10,5065.2,3225.67,1839.53,Cash,Pending,Carrillo Group,yking@mora.com,36,No,0
ORD1319,03-08-2024,05-08-2024,Kathy Cole,CUST977,Corporate,PROD9143,Grocery,Rice Bag,North,North Carolina,Lake Samuelhaven,4,992,15,3372.8,2952.53,420.27,Net Banking,Returned,Carrillo-Soto,jaimepearson@elliott.org,28,No,0
ORD1320,06-02-2024,09-02-2024,Sarah Johnson,CUST249,Home Office,PROD6603,Office Supplies,Pen,West,Oregon,Ballberg,4,2804,0,11216,7583.73,3632.27,Credit Card,Pending,Morris Ltd,bmarsh@smith.info,42,No,0
ORD1321,18-05-2024,21-05-2024,Gregory Hunter,CUST147,Home Office,PROD6159,Grocery,Smacks,West,New Jersey,Karaside,6,218,0,1308,1020.67,287.33,UPI,Returned,Davis Ltd,joshua62@pennington.com,45,No,0
ORD1322,27-07-2025,30-07-2025,Brittany Lang,CUST753,Corporate,PROD8148,Grocery,Cooking Oil,South,North Dakota,New Andrewland,10,303,15,2575.5,2144.72,430.78,Net Banking,Cancelled,Barnes-Welch,priceandrea@martin.com,32,No,0
ORD1323,06-01-2025,08-01-2025,Shelby Welch,CUST415,Consumer,PROD4390,Electronics,Monitor,West,Wyoming,Daviston,4,4029,20,12892.8,8456,4436.8,Cash,Delivered,"Webb, Mcknight and Maynard",lorigarrett@hernandez.org,36,No,0
ORD1324,16-10-2025,22-10-2025,Steven Stout,CUST363,Home Office,PROD4171,Grocery,Cooking Oil,West,South Carolina,Davisshire,5,1937,20,7748,6667.97,1080.03,Cash,Pending,"Chase, Silva and Evans",mitchellkoch@joyce-avery.info,8,Yes,37
ORD1325,30-09-2024,02-10-2024,Jennifer Jackson,CUST358,Home Office,PROD2107,Grocery,Rice Bag,South,Colorado,Barnetthaven,10,1316,5,12502,8541.3,3960.7,Net Banking,Pending,Peterson-Terrell,phillippatterson@larsen.com,28,No,0
ORD1326,24-03-2024,25-03-2024,Nicholas Coleman,CUST853,Consumer,PROD7256,Electronics,Monitor,East,North Dakota,West Carloston,5,1329,15,5648.25,3622.33,2025.92,Cash,Delivered,Stewart Ltd,antoniowhite@reed.com,39,No,0
ORD1327,10-10-2024,14-10-2024,Joshua Johnson,CUST247,Consumer,PROD6265,Furniture,Office Chair,East,California,South Chelsea,3,217,10,585.9,363.35,222.55,UPI,Pending,Moyer LLC,rebeccajohnson@thompson.com,29,No,0
ORD1328,20-03-2025,25-03-2025,Kimberly Morales,CUST737,Home Office,PROD9761,Electronics,Headphones,North,North Dakota,East Laura,8,3399,10,24472.8,18731.51,5741.29,Credit Card,Cancelled,"Swanson, White and Whitney",kimberlyhenderson@bowen.com,32,No,0
ORD1329,12-11-2025,15-11-2025,Sarah Wise,CUST802,Consumer,PROD2877,Office Supplies,Stepler,North,Florida,East Scott,10,3060,10,27540,18052.52,9487.48,Cash,Returned,Macdonald Ltd,pamela74@garcia.net,47,No,0
ORD1330,11-04-2025,13-04-2025,Diana Bennett,CUST425,Corporate,PROD3187,Furniture,Study Table,South,Mississippi,South Melissa,10,4357,20,34856,25815.33,9040.67,Cash,Cancelled,"Church, Allen and Howard",javierwoods@humphrey.com,30,No,0
ORD1331,01-10-2024,05-10-2024,Emily Huerta,CUST602,Corporate,PROD3703,Grocery,Rice Bag,East,North Carolina,Longville,1,1758,5,1670.1,1034.1,636,Credit Card,Cancelled,Dean-Wright,pmorales@anderson.com,33,No,0
ORD1332,03-02-2024,10-02-2024,Justin Duffy,CUST915,Home Office,PROD1503,Electronics,Keyboard,North,Maryland,Toniberg,2,741,15,1259.7,849.54,410.16,Cash,Delivered,Oneill-Snyder,lawrencepeter@vargas.com,2,Yes,29
ORD1333,13-07-2025,18-07-2025,Annette Barrett,CUST357,Consumer,PROD5530,Office Supplies,Calculator,North,Oregon,Harrisport,1,3756,10,3380.4,2296.06,1084.34,Credit Card,Delivered,"Alexander, Jordan and Lopez",cjohnson@brown-yang.org,4,Yes,43
ORD1334,10-03-2025,17-03-2025,Charles Vaughn,CUST509,Corporate,PROD6388,Electronics,Headphones,West,Montana,East Christopher,7,4863,10,30636.9,25992.54,4644.36,Net Banking,Cancelled,"Valencia, Alexander and Willis",cassie70@ellis.com,7,Yes,26
ORD1335,11-09-2025,12-09-2025,Sergio Silva,CUST708,Home Office,PROD7276,Grocery,Sugar,North,Montana,Cristinaburgh,2,4855,20,7768,5227.26,2540.74,Net Banking,Delivered,Lynch PLC,jacksonmichelle@jackson.org,35,No,0
ORD1336,26-09-2024,03-10-2024,Henry Davenport,CUST415,Consumer,PROD8562,Furniture,Sofa,West,Missouri,Smithtown,3,4581,20,10994.4,7150.88,3843.52,Cash,Delivered,Gregory and Sons,watsondonna@lewis.org,7,Yes,22
ORD1337,02-08-2025,07-08-2025,Daniel Freeman,CUST945,Corporate,PROD7454,Grocery,Juice Pack,North,Arizona,Williamsberg,1,3727,10,3354.3,2883.05,471.25,UPI,Cancelled,"Serrano, Johnson and Nguyen",arthur08@clark.com,26,No,0
ORD1338,14-09-2025,20-09-2025,Harry Cooper,CUST176,Consumer,PROD2611,Grocery,Cooking Oil,North,Iowa,Port Michaelville,10,4660,10,41940,26455.33,15484.67,Credit Card,Cancelled,"Thomas, Sparks and Mack",zgreene@lutz.com,12,No,0
ORD1339,04-07-2024,06-07-2024,Kristen May,CUST646,Home Office,PROD7956,Furniture,Bookshelf,North,Vermont,Jessicamouth,10,3022,10,27198,18123.14,9074.86,Cash,Returned,Combs Inc,andrew60@grant-warren.com,5,Yes,22
ORD1340,21-03-2025,28-03-2025,John Jones,CUST517,Consumer,PROD9513,Office Supplies,Calculator,West,North Dakota,East Richard,3,2664,0,7992,7048.16,943.84,Cash,Pending,Kane Group,brownnicholas@powell-spencer.org,18,No,0
ORD1341,09-06-2024,15-06-2024,Mr. Dennis Dunn,CUST880,Corporate,PROD5234,Office Supplies,Notbook,East,North Carolina,New Pedro,8,1077,10,7754.4,4712.24,3042.16,Credit Card,Delivered,Garcia and Sons,sarahbarnett@kirk-clark.com,17,No,0
ORD1342,04-04-2024,10-04-2024,Kimberly Wallace,CUST500,Home Office,PROD1608,Furniture,Office Chair,North,Louisiana,West Jodyburgh,10,4976,0,49760,31944.8,17815.2,UPI,Returned,Johnson Inc,qdavid@duncan-ellis.com,16,No,0
ORD1343,13-01-2025,18-01-2025,Maureen Morris,CUST310,Home Office,PROD8479,Electronics,Mouse,North,Oregon,Lake Katherinebury,8,1240,20,7936,6097.94,1838.06,UPI,Cancelled,"Stone, Peterson and Hayes",cmitchell@martinez.org,5,Yes,41
ORD1344,04-09-2025,10-09-2025,Kathryn Jones,CUST176,Corporate,PROD1374,Grocery,Sugar,East,Iowa,New Julia,8,2377,0,19016,13794.88,5221.12,Credit Card,Delivered,Jordan PLC,fredericksuarez@escobar.com,33,No,0
